Pantalla_Resolución de pantalla,_resolucion_pixeles,Comunicaciones_Estándar LAN,Sistema operativo_Arquitectura bit,Alimentación_Vatios-hora,_gpu_value,_gpu_price_usd,gpu_series,Pantalla_Formato de imagen,Otras características_Fecha de lanzamiento,Medidas y peso_Diseño,_tiene_webcam,Cámara_Webcam,Comunicaciones_Estándar wifi,Medidas y peso_Altura,Pantalla_Diagonal de la pantalla,Pantalla_Tamaño de la pantalla,_tamano_pantalla_pulgadas,Almacenamiento_Lector óptico,_version_bluetooth,Comunicaciones_Versión Bluetooth,_peso_kg,Medidas y peso_Peso,_serie,_cpu_price_usd,_cpu_value,Procesador_Frecuencia de reloj,Disco duro_Número de discos duros (instalados),Procesador_Nombre en clave del procesador,RAM_Tipo de RAM,Sistema operativo_Sistema operativo,Disco duro_Tipo de disco duro,Procesador_Caché,Procesador_Frecuencia turbo máx.,Medidas y peso_Profundidad,Medidas y peso_Ancho,Gráfica_Memoria gráfica,_cpu_cores,Procesador_Número de núcleos del procesador,gpu_brand,Procesador_Tipo de procesador,_gpu_rank,_gpu_mark,_ssd_gb,Disco duro_Capacidad de memoria SSD,gpu_is_integrated,Gráfica_Tarjeta gráfica,Otras características_Equipamiento,_ram_gb,RAM_Memoria RAM,cpu_family,cpu_brand,_cpu_mark,_cpu_rank,Procesador_Procesador,Procesador_Fabricante del procesador,Tipo de producto,Comunicaciones_Conectividad,_tiene_bluetooth,_tiene_wifi,Tipo,_brand,_precio_num
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,64 Bit,,,,iris,16:9,2022.0,con tapa,1.0,integrada,,20 mm,"39,62 cm","15,6 pulgadas",15.6,,5.0,Bluetooth 5.0,1.9,"1,9 kg",Acer TravelMate,309.0,42.03,"0,9 GHz",1.0,Alder Lake-P,DDR4,Windows 11 Professional,SSD,12 MB,"4,4 GHz","24,5 cm",36 cm,memoria compartida,10.0,10.0,intel,Intel Core i5,700.0,2657.0,512.0,512 GB,True,Intel Iris Xe Graphics,"USB-C, altavoces estéreo, webcam",16.0,16 GB RAM,core i5,intel,12988.0,1167.0,Intel Core i5-1235U,Intel,Portátil multimedia,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,Acer,937.71
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,,48 Wh,52.42,239.99,rtx,16:9,,,1.0,0.7 Mpx,,25 mm,"39,62 cm","15,6 pulgadas",15.6,ninguno,5.2,Bluetooth 5.2,2.3,"2,3 kg",ASUS TUF Gaming,250.0,61.59,"2,7 GHz",1.0,Tiger Lake H45,DDR4,sin sistema operativo,PCIe SSD,12 MB,"4,5 GHz","25,6 cm","35,9 cm",4.096 MB,6.0,6.0,nvidia,Intel Core i5,188.0,12580.0,512.0,512 GB,False,NVIDIA GeForce RTX 3050,webcam,16.0,16 GB RAM,core i5,intel,15398.0,1013.0,Intel Core i5-11400H,Intel,Portátil gaming,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,ASUS,1140.975
1.920 x 1.080 píxeles,2073600.0,,,58 Wh,,,,16:9,2022.0,con tapa,1.0,integrada,IEEE 802.11ac,19 mm,"35,56 cm",14 pulgadas,14.0,,5.2,Bluetooth 5.2,,,Dell Latitude,,,,,,,,,12 MB,,"21,2 cm","32,1 cm",,10.0,10.0,,,,,,,,,"USB-C, webcam, lector de tarjetas",,,,,,,,Intel,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,Dell,1092.5
2.560 x 1.600 píxeles,4096000.0,,64 Bit,80 Wh,,,iris,16:10,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,18 mm,"43,942 cm","17,3 pulgadas",17.3,ninguno,5.1,Bluetooth 5.1,1.4,"1,4 kg",LG Gram,480.0,39.09,"2,2 GHz",1.0,Raptor Lake-P,LPDDR5,Windows 11 Home,,18 MB,5 GHz,"25,9 cm","37,9 cm",memoria compartida,12.0,12.0,intel,Intel Core i7,700.0,2657.0,512.0,512 GB,True,Intel Iris Xe Graphics,"USB-C, altavoces estéreo, webcam, lector de tarjetas",16.0,16 GB RAM,core i7,intel,18763.0,844.0,Intel Core i7-1360P,Intel,Portátil multimedia,"Bluetooth, wifi",1.0,1.0,Laptop,LG,2009.7649999999999
3.024 x 1.964 píxeles,5939136.0,,,70 Wh,,,,,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,16 mm,"36,068 cm","14,2 pulgadas",14.2,ninguno,5.3,Bluetooth 5.3,1.6,"1,6 kg",Apple MacBook Pro,,,,1.0,,,macOS Sonoma,SSD,,,"22,1 cm","31,3 cm",memoria compartida,11.0,11.0,apple,,416.0,5523.0,512.0,512 GB,True,Apple M3 Graphics,"USB-C, altavoces estéreo, Touch ID, lector de tarjetas, webcam, Force Touch Trackpad",18.0,18 GB RAM,m3 pro,apple,24869.0,559.0,Apple M3 Pro,Apple,Portátil multimedia,"Bluetooth, wifi",1.0,1.0,Laptop,Apple,2530.75
1.920 x 1.200 píxeles,2304000.0,Gigabit-LAN,,65 Wh,45.82,429.99,rtx,16:10,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,27 mm,"40,64 cm",16 pulgadas,16.0,ninguno,5.3,Bluetooth 5.3,2.3,"2,3 kg",MSI Sword,495.0,74.87,"3,9 GHz",1.0,Raptor Lake,DDR5,Free DOS,PCIe SSD,30 MB,"5,5 GHz","26,6 cm","35,9 cm",8.192 MB / 8 GB,20.0,20.0,nvidia,Intel Core i7,76.0,19703.0,512.0,512 GB,False,NVIDIA GeForce RTX 4060,"micrófono integrado, webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,core i7,intel,37060.0,300.0,Intel Core i7-14700HX,Intel,Portátil gaming,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,MSI,1560.01
1.920 x 1.200 píxeles,2304000.0,,64 Bit,"52,5 Wh",,,iris,16:10,2023.0,con tapa,1.0,5.0 Mpx,IEEE 802.11ax,21 mm,"40,64 cm",16 pulgadas,16.0,ninguno,5.1,Bluetooth 5.1,1.68,"1,68 kg",Lenovo ThinkPad,469.0,30.63,"1,2 GHz",1.0,Raptor Lake-U,DDR5,Windows 11 Professional,SSD,12 MB,5 GHz,"25,6 cm","36,2 cm",memoria compartida,10.0,10.0,intel,Intel Core i7,700.0,2657.0,512.0,512 GB,True,Intel Iris Xe Graphics,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,core i7,intel,14365.0,1072.0,Intel Core i7-1355U,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,1419.59
,,,,68 Wh,,,,3:2,2022.0,con tapa,1.0,5.0 Mpx,,16 mm,"34,29 cm","13,5 pulgadas",13.5,,5.2,Bluetooth 5.2,0.99,"0,99 kg",,,,,,Alder Lake-P,,,SSD,12 MB,,22 cm,"29,7 cm",,10.0,10.0,,,,,,,,,"USB-C, altavoces estéreo, webcam",,,,,,,,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,HP,2792.635
,,,,56 Wh,,,,16:9,2022.0,con tapa,1.0,integrada,,18 mm,"39,62 cm","15,6 pulgadas",15.6,,5.1,Bluetooth 5.1,1.76,"1,76 kg",Acer Aspire,,,,,,,,,,,"23,8 cm","36,3 cm",,,,,,,,,,,,"USB-C, altavoces estéreo, webcam",,,,,,,,,Portátil multimedia,"Bluetooth, wifi",1.0,1.0,Laptop,Acer,1055.72
1.920 x 1.080 píxeles,2073600.0,,64 Bit,50 Wh,,,iris,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,20 mm,"43,942 cm","17,3 pulgadas",17.3,ninguno,5.3,Bluetooth 5.3,2.1,"2,1 kg",ASUS Vivobook,469.0,30.63,"1,2 GHz",1.0,Raptor Lake-U,DDR4,Windows 11 Home,SSD,12 MB,5 GHz,"25,4 cm","39,9 cm",memoria compartida,10.0,10.0,intel,Intel Core i7,700.0,2657.0,512.0,512 GB,True,Intel Iris Xe Graphics,"USB-C, altavoces estéreo, webcam",16.0,16 GB RAM,core i7,intel,14365.0,1072.0,Intel Core i7-1355U,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,ASUS,1230.125
1.920 x 1.080 píxeles,2073600.0,,,41 Wh,,,iris,16:9,2022.0,con tapa,1.0,integrada,,21 mm,"39,624 cm","15,6 pulgadas",15.6,,,,1.65,"1,65 kg",Dell Inspiron,309.0,42.03,"0,9 GHz",1.0,Alder Lake-P,DDR4,Windows 11 Home,SSD,12 MB,"4,4 GHz","23,6 cm","35,9 cm",memoria compartida,10.0,10.0,intel,Intel Core i5,700.0,2657.0,1000.0,1.000 GB,True,Intel Iris Xe Graphics,"USB-C, altavoces estéreo, webcam, lector de tarjetas",16.0,16 GB RAM,core i5,intel,12988.0,1167.0,Intel Core i5-1235U,Intel,Portátil multimedia,,,,Laptop,Dell,878.79
2.560 x 1.600 píxeles,4096000.0,,,"58,2 Wh",,,,16:10,2022.0,con tapa,1.0,integrada,,16 mm,"33,782 cm","13,3 pulgadas",13.3,ninguno,5.0,Bluetooth 5.0,1.4,"1,4 kg",Apple MacBook Pro,,,,1.0,,,Mac OS X,SSD,,,"21,2 cm","30,4 cm",,8.0,8.0,apple,Apple M,416.0,5523.0,256.0,256 GB,True,Apple M2 Graphics,"micrófono integrado, USB-C, altavoces estéreo, Touch ID, webcam, Force Touch Trackpad, Touch Bar",8.0,8 GB RAM,m2,apple,43759.0,237.0,Apple M2,Apple,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Apple,1478.49
2.560 x 1.600 píxeles,4096000.0,"2,5-Gbit/s-Ethernet",64 Bit,"99,9 Wh",22.99,1498.07,rtx,16:10,2024.0,con tapa,1.0,integrada,IEEE 802.11be,29 mm,"43,942 cm","17,3 pulgadas",17.3,ninguno,5.4,Bluetooth 5.4,3.1,"3,1 kg",Raider,679.0,66.78,"1,6 GHz",1.0,Raptor Lake-HX Refresh,DDR5,Windows 11 Home,SSD,36 MB,"5,6 GHz","29,8 cm",38 cm,12.288 MB / 12 GB,24.0,24.0,nvidia,Intel Core i9,5.0,34435.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4080,"USB-C, altavoces estéreo, webcam, lector de tarjetas",32.0,32 GB RAM,core i9,intel,45344.0,227.0,Intel Core i9-14900HX,Intel,Portátil gaming,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,MSI,3795.75
2.560 x 1.600 píxeles,4096000.0,,64 Bit,71 Wh,,,,16:10,2021.0,con tapa,1.0,2.0 Mpx,,20 mm,"40,64 cm",16 pulgadas,16.0,,5.2,Bluetooth 5.2,1.99,"1,99 kg",Lenovo ThinkBook,,,,,Cezanne H,,,,16 MB,,"25,2 cm","35,6 cm",,,,,,,,,,,,"USB-C, lector de tarjetas, webcam",,,,,,,,AMD,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,2249.0
,,,,51 Wh,,,,16:10,2022.0,con tapa,1.0,5.0 Mpx,,19 mm,"35,56 cm",14 pulgadas,14.0,,5.2,Bluetooth 5.2,1.36,"1,36 kg",HP EliteBook,,,,,,,,,,,"22,4 cm","31,6 cm",,,,,,,,,,,,"USB-C, altavoces estéreo, webcam",,,,,,,,Intel,Portátil profesional,"Bluetooth, wifi",1.0,1.0,Laptop,HP,2199.23
1.920 x 1.200 píxeles,2304000.0,Gigabit-LAN,64 Bit,56 Wh,,,iris,16:10,2023.0,con tapa,1.0,0.3 Mpx,,19 mm,"35,56 cm",14 pulgadas,14.0,,5.3,Bluetooth 5.3,1.4,"1,4 kg",Acer TravelMate,340.0,42.27,"0,9 GHz",1.0,Raptor Lake-U,DDR4,Windows 11 Professional,SSD,12 MB,"4,6 GHz","22,9 cm","31,9 cm",memoria compartida,10.0,10.0,intel,Intel Core i5,700.0,2657.0,512.0,512 GB,True,Intel Iris Xe Graphics,"USB-C, altavoces estéreo, lector de tarjetas, webcam",16.0,16 GB RAM,core i5,intel,14373.0,1070.0,Intel Core i5-1335U,Intel,Portátil multimedia,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,Acer,1029.11
2.560 x 1.600 píxeles,4096000.0,,64 Bit,90 Wh,45.82,429.99,rtx,16:10,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,17 mm,"40,64 cm",16 pulgadas,16.0,,5.3,Bluetooth 5.3,2.0,2 kg,ASUS Republic of Gamers,503.0,49.61,"3,8 GHz",1.0,Meteor Lake,LPDDR5X,Windows 11 Home,SSD,24 MB,"4,8 GHz","24,6 cm","35,4 cm",8.192 MB / 8 GB,16.0,16.0,nvidia,Intel Core Ultra 7,76.0,19703.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4060,"USB-C, altavoces estéreo, lector de tarjetas, webcam",16.0,16 GB RAM,core ultra 7,intel,24954.0,555.0,Intel Core Ultra 7 155H,Intel,Portátil gaming,"wifi, Bluetooth",1.0,1.0,Laptop,ASUS,2311.58
,,,64 Bit,57 Wh,,,,16:10,2024.0,con tapa,1.0,integrada,IEEE 802.11be,18 mm,"33,782 cm","13,3 pulgadas",13.3,,5.4,Bluetooth 5.4,1.3,"1,3 kg",Dell Latitude,,,,1.0,Meteor Lake,,Windows 11 Professional,,12 MB,,"21,3 cm","29,9 cm",memoria compartida,12.0,12.0,,,,,,,,,"USB-C, altavoces estéreo, webcam",,,,,,,,Intel,Portátil profesional,"wifi, Bluetooth",1.0,1.0,Laptop,Dell,2664.51
2.880 x 1.864 píxeles,5368320.0,,,"66,5 Wh",,,,,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,12 mm,"38,862 cm","15,3 pulgadas",15.3,ninguno,5.3,Bluetooth 5.3,1.51,"1,51 kg",Apple MacBook Air,,,,1.0,,,macOS Sequoia,SSD,,,"23,8 cm",34 cm,memoria compartida,8.0,8.0,apple,Apple M,416.0,5523.0,512.0,512 GB,True,Apple M3 Graphics,"micrófono integrado, USB-C, Touchpad multitáctil, altavoces estéreo, Touch ID, webcam, Force Touch Trackpad",8.0,8 GB RAM,m3,apple,41228.0,260.0,Apple M3,Apple,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Apple,1766.995
2.560 x 1.600 píxeles,4096000.0,"2,5-Gbit/s-Ethernet",64 Bit,"99,9 Wh",,,rtx,16:10,2024.0,con tapa,1.0,integrada,IEEE 802.11be,20 mm,"40,64 cm",16 pulgadas,16.0,ninguno,5.4,Bluetooth 5.4,1.99,"1,99 kg",MSI Creator,503.0,49.61,"3,8 GHz",1.0,Meteor Lake,DDR5,Windows 11 Professional,,24 MB,"4,8 GHz",26 cm,"35,6 cm",8.192 MB / 8 GB,16.0,16.0,nvidia,Intel Core Ultra 7,98.0,17114.0,1000.0,1.000 GB,False,NVIDIA RTX 2000 Ada,"USB-C, altavoces estéreo, webcam, lector de tarjetas",32.0,32 GB RAM,core ultra 7,intel,24954.0,555.0,Intel Core Ultra 7 155H,Intel,Portátil multimedia,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,MSI,2413.995
1.920 x 1.080 píxeles,2073600.0,,64 Bit,35 Wh,,,rtx,16:9,2020.0,con tapa,1.0,0.3 Mpx,IEEE 802.11ac,20 mm,"39,62 cm","15,6 pulgadas",15.6,ninguno,5.0,Bluetooth 5.0,1.9,"1,9 kg",Lenovo IdeaPad,,,"3,3 GHz",1.0,Cezanne H,DDR4,Windows 11 Home,SSD,16 MB,"4,2 GHz","25,3 cm","36,2 cm",4.096 MB,6.0,6.0,nvidia,AMD Ryzen 5,243.0,10122.0,512.0,512 GB,False,NVIDIA GeForce RTX 3050 Ti,"lector de tarjetas, webcam",16.0,16 GB RAM,ryzen 5,amd,16750.0,951.0,AMD Ryzen 5 5600H,AMD,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,729.0
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,64 Bit,41 Wh,63.3,249.0,,16:9,2020.0,con tapa,1.0,integrada,IEEE 802.11ac,19 mm,"39,62 cm","15,6 pulgadas",15.6,ninguno,,,1.7,"1,7 kg",HP 250,340.0,34.01,"2,4 GHz",1.0,Tiger Lake UP3,DDR4,Windows 10 Home,PCIe SSD,8 MB,"4,2 GHz","24,2 cm","35,8 cm",memoria compartida,4.0,4.0,intel,Intel Core i5,119.0,15761.0,256.0,256 GB,True,Intel UHD Graphics,"lector de tarjetas, webcam, USB-C",8.0,8 GB RAM,core i5,intel,11565.0,1252.0,Intel Core i5-1135G7,Intel,Portátil profesional,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,HP,613.9449999999999
,,,,70 Wh,,,,16:9,2022.0,con tapa,1.0,integrada,IEEE 802.11ax,19 mm,"39,62 cm","15,6 pulgadas",15.6,,5.0,Bluetooth 5.0,1.8,"1,8 kg",ASUS Vivobook,,,,,,,,,,,"23,4 cm","35,9 cm",,,,,,,,,,,,"micrófono integrado, USB-C, altavoces estéreo, lector de tarjetas, webcam",,,,,,,,,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,ASUS,1627.5700000000002
3.456 x 2.234 píxeles,7720704.0,,,100 Wh,,,,,2024.0,con tapa,1.0,12.0 Megapixel,IEEE 802.11ax,17 mm,"41,148 cm","16,2 pulgadas",16.2,ninguno,5.3,Bluetooth 5.3,2.14,"2,14 kg",Apple MacBook Pro,,,,1.0,,,macOS Sequoia,SSD,,,"24,8 cm","35,6 cm",memoria compartida,14.0,14.0,apple,Apple M,961.0,1712.0,512.0,512 GB,True,Apple M4 Pro Graphics,"USB-C, altavoces estéreo, Touch ID, lector de tarjetas, webcam, Force Touch Trackpad",24.0,24 GB RAM,m4 pro,apple,38241.0,287.0,Apple M4 Pro,Apple,Portátil multimedia,"Bluetooth, wifi",1.0,1.0,Laptop,Apple,2855.2
2.560 x 1.600 píxeles,4096000.0,,,90 Wh,45.82,429.99,rtx,,2024.0,con tapa,1.0,integrada,IEEE 802.11be,19 mm,"43,18 cm",17 pulgadas,17.0,ninguno,5.4,Bluetooth 5.4,2.4,"2,4 kg",MSI Creator,495.0,74.87,"3,9 GHz",1.0,Raptor Lake,DDR5,Free DOS,PCIe SSD,30 MB,"5,5 GHz",26 cm,"38,2 cm",8.192 MB / 8 GB,20.0,20.0,nvidia,Intel Core i7,76.0,19703.0,1000.0,1.000 GB,False,NVIDIA GeForce RTX 4060,"micrófono integrado, USB-C, altavoces estéreo, lector de tarjetas, webcam",32.0,32 GB RAM,core i7,intel,37060.0,300.0,Intel Core i7-14700HX,Intel,,"wifi, Bluetooth",1.0,1.0,Laptop,MSI,2349.0
,,,,"52,5 Wh",,,,16:10,2022.0,con tapa,1.0,integrada,IEEE 802.11ax,21 mm,"40,64 cm",16 pulgadas,16.0,,5.2,Bluetooth 5.2,1.64,"1,64 kg",Lenovo ThinkPad,,,,,,,,,,,"25,5 cm","36,2 cm",,,,,,,,,,,,"USB-C, altavoces estéreo, webcam",,,,,,,,,Portátil multimedia,"Bluetooth, wifi",1.0,1.0,Laptop,Lenovo,2076.08
,,Gigabit-LAN,,,,,,16:9,2022.0,con tapa,1.0,integrada,IEEE 802.11ax,20 mm,"39,62 cm","15,6 pulgadas",15.6,,5.2,Bluetooth 5.2,1.74,"1,74 kg",HP ProBook,,,,,,,,,,,"23,4 cm","35,9 cm",,,,,,,,,,,,"USB-C, altavoces estéreo, lector de tarjetas, webcam",,,,,,,,,Portátil profesional,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,HP,2136.035
1.920 x 1.200 píxeles,2304000.0,,,90 Wh,60.39,274.99,rx,16:10,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,27 mm,"40,64 cm",16 pulgadas,16.0,ninguno,5.2,Bluetooth 5.2,2.2,"2,2 kg",ASUS TUF Gaming,,,"3,2 GHz",1.0,Rembrandt-R,DDR5,sin sistema operativo,SSD,16 MB,"4,75 GHz","25,2 cm","35,5 cm",8.192 MB / 8 GB,8.0,8.0,amd,AMD Ryzen 7,105.0,16605.0,1000.0,1.000 GB,False,AMD Radeon RX 7600S,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,ryzen 7,amd,23293.0,619.0,AMD Ryzen 7 7735HS,AMD,Portátil gaming,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,ASUS,1854.0
,,,,"52,6 Wh",,,,,2022.0,con tapa,1.0,integrada,,11 mm,"34,544 cm","13,6 pulgadas",13.6,,5.0,Bluetooth 5.0,1.24,"1,24 kg",Apple MacBook Air,,,,,,,,SSD,,,"21,5 cm","30,4 cm",,,,,,,,256.0,256 GB,,,"micrófono integrado, USB-C, Touchpad multitáctil, altavoces estéreo, Touch ID, webcam, Force Touch Trackpad",16.0,16 GB RAM,m2,apple,43759.0,237.0,Apple M2,,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Apple,1676.99
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,64 Bit,"53,5 Wh",45.82,429.99,rtx,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,25 mm,"39,62 cm","15,6 pulgadas",15.6,ninguno,5.2,Bluetooth 5.2,2.25,"2,25 kg",MSI Katana,502.0,48.35,"1,8 GHz",1.0,Raptor Lake-H,DDR5,Windows 11 Professional,,24 MB,"4,9 GHz","25,9 cm","35,9 cm",8.192 MB / 8 GB,10.0,10.0,nvidia,Intel Core i7,76.0,19703.0,512.0,512 GB,False,NVIDIA GeForce RTX 4060,"USB-C, altavoces estéreo, webcam",32.0,32 GB RAM,core i7,intel,24274.0,581.0,Intel Core i7-13620H,Intel,Portátil gaming,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,MSI,2022.85
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,64 Bit,38 Wh,,,iris,16:9,2023.0,con tapa,1.0,0.9 Mpx,,20 mm,"39,624 cm","15,6 pulgadas",15.6,ninguno,5.1,Bluetooth 5.1,1.65,"1,65 kg",,311.0,66.43,"1,8 GHz",1.0,Alder Lake-P,DDR4,Windows 11 Home,,18 MB,"4,5 GHz","23,6 cm","35,9 cm",memoria compartida,12.0,12.0,intel,Intel Core i5,700.0,2657.0,512.0,512 GB,True,Intel Iris Xe Graphics,"lector de tarjetas, webcam, USB-C",8.0,8 GB RAM,core i5,intel,20659.0,742.0,Intel Core i5-12500H,Intel,Portátil multimedia,"LAN, wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,524.185
1.920 x 1.080 píxeles,2073600.0,,,41 Wh,63.3,249.0,,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ac,19 mm,"39,62 cm","15,6 pulgadas",15.6,ninguno,5.0,Bluetooth 5.0,1.6,"1,6 kg",,309.0,31.62,"1,8 GHz",,Alder Lake-N,DDR4,Free DOS,SSD,6 MB,"3,8 GHz","23,6 cm","35,9 cm",memoria compartida,8.0,8.0,intel,Intel Core i3,119.0,15761.0,512.0,512 GB,True,Intel UHD Graphics,"altavoces estéreo, webcam",8.0,8 GB RAM,core i3,intel,9770.0,1374.0,Intel Core i3-N305,Intel,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,HP,500.81
1.920 x 1.080 píxeles,2073600.0,,,42 Wh,,,,16:9,2023.0,con tapa,1.0,integrada,IEEE 802.11ax,20 mm,"39,624 cm","15,6 pulgadas",15.6,ninguno,5.0,Bluetooth 5.0,1.7,"1,7 kg",ASUS Vivobook,,,2 GHz,1.0,Barcelo-R,DDR4,Free DOS,SSD,16 MB,"4,5 GHz","23,3 cm",36 cm,memoria compartida,8.0,8.0,amd,AMD Ryzen 7,93.0,17350.0,512.0,512 GB,True,AMD Radeon Graphics,"USB-C, altavoces estéreo, webcam",8.0,8 GB RAM,ryzen 7,amd,18367.0,864.0,AMD Ryzen 7 7730U,AMD,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,ASUS,665.35
2.880 x 1.864 píxeles,5368320.0,,,"66,5 Wh",,,,,2024.0,con tapa,1.0,integrada,IEEE 802.11ax,12 mm,"38,862 cm","15,3 pulgadas",15.3,ninguno,5.3,Bluetooth 5.3,1.51,"1,51 kg",Apple MacBook Air,,,,1.0,,,macOS Sequoia,SSD,,,"23,8 cm",34 cm,memoria compartida,8.0,8.0,apple,Apple M,416.0,5523.0,512.0,512 GB,True,Apple M3 Graphics,"micrófono integrado, USB-C, Touchpad multitáctil, altavoces estéreo, Touch ID, webcam, Force Touch Trackpad",8.0,8 GB RAM,m3,apple,41228.0,260.0,Apple M3,Apple,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Apple,1754.995
1.920 x 1.080 píxeles,2073600.0,Gigabit-LAN,,"53,5 Wh",,,,16:9,2022.0,con tapa,1.0,integrada,IEEE 802.11ax,25 mm,"43,94 cm","17,3 pulgadas",17.3,,5.2,Bluetooth 5.2,2.6,"2,6 kg",MSI Katana,,,,,Alder Lake-P,,,,,,"27,3 cm","39,8 cm",,,,,,,,,,,,"USB-C, webcam",,,,,,,,Intel,Portátil gaming,"wifi, Bluetooth, LAN",1.0,1.0,Laptop,MSI,2214.805
1.920 x 1.080 píxeles,2073600.0,,64 Bit,45 Wh,52.42,239.99,rtx,16:9,2022.0,con tapa,1.0,integrada,IEEE 802.11ax,24 mm,"39,624 cm","15,6 pulgadas",15.6,,5.0,Bluetooth 5.0,2.25,"2,25 kg",Lenovo IdeaPad,,,"3,3 GHz",1.0,Rembrandt H,DDR5,Windows 11 Home,SSD,16 MB,"4,5 GHz","25,2 cm","35,9 cm",8.192 MB / 8 GB,6.0,6.0,nvidia,AMD Ryzen 5,188.0,12580.0,512.0,512 GB,False,NVIDIA GeForce RTX 3050,"webcam, altavoces estéreo, USB-C",16.0,16 GB RAM,ryzen 5,amd,18682.0,846.0,AMD Ryzen 5 6600H,AMD,Portátil gaming,"wifi, Bluetooth",1.0,1.0,Laptop,Lenovo,1049.74
1.920 x 1.080 píxeles,2073600.0,,,47 Wh,63.3,249.0,,16:9,2019.0,convertible,,,IEEE 802.11ac,19 mm,"35,56 cm",14 pulgadas,14.0,,5.0,Bluetooth 5.0,1.6,"1,6 kg",,49.99,90.32,,1.0,,,Chrome OS,SSD,,,"22,6 cm","32,4 cm",memoria compartida,,,intel,Intel Celeron,119.0,15761.0,256.0,256 GB,True,Intel UHD Graphics,"USB-C, lector de tarjetas",8.0,8 GB RAM,celeron,intel,4515.0,2185.0,Intel Celeron N3050,Intel,Chromebook,"wifi, Bluetooth",1.0,1.0,Laptop,HP,627.95
1.920 x 1.080 píxeles,2073600.0,,,42 Wh,,,,16:9,,con tapa,1.0,integrada,,17 mm,"39,624 cm","15,6 pulgadas",15.6,,,,1.7,"1,7 kg",ASUS Vivobook,,,,,,DDR4,Windows 11 Home,SSD,,,"23,25 cm","35,97 cm",,,,,,,,512.0,512 GB,,,"USB-C, altavoces estéreo, webcam",16.0,16 GB RAM,,,,,,,,"Bluetooth, wifi",1.0,1.0,Laptop,ASUS,645.03
3.024 x 1.964 píxeles,5939136.0,,,70 Wh,,,,,2024.0,con tapa,1.0,12.0 Megapixel,IEEE 802.11ax,16 mm,"36,068 cm","14,2 pulgadas",14.2,ninguno,5.3,Bluetooth 5.3,1.6,"1,6 kg",Apple MacBook Pro,,,,1.0,,,macOS Sequoia,SSD,,,"22,1 cm","31,3 cm",memoria compartida,10.0,10.0,apple,Apple M,416.0,5523.0,1000.0,1.000 GB,True,Apple M4 Graphics,"lector de tarjetas, webcam, altavoces estéreo, Force Touch Trackpad, Touch ID, USB-C",16.0,16 GB RAM,m4,apple,43759.0,237.0,Apple M4,Apple,Portátil multimedia,"wifi, Bluetooth",1.0,1.0,Laptop,Apple,2051.34
